Goal,Issue,Hair Type,Hair Texture,Wash Hair,Treatments,Hair Behaviour,Scalp Feeling,Scalp Flaky,Oily Scalp,Dry Scalp,REC Shampoo MTH,REC Shampoo WK,REC Conditioner,REC Conditioner 2,REC Other ,DRYNESS,DAMAGE,SENSITIVITY,SEBUM Oil,DRY SCALP,FLAKES,Base_Name,Unique_ID
Moisture retention,Thinning hair,Type 4c,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Usually,My scalp gets dry not oily,3 - 5 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,SheaMoistureRawSheaButterRestorativeConditioner,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,107.82025463886681,60.806448228588074,15.94697553513719,2.785390651795877,95.01208984047881,27.657307236354733,Nadine,Nadine #43
Healthy Hair,Split ends / hair breakage,Type 4b,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,5 + Days,Within hours,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,35.16956743320768,40.98327921936431,1.2464501930429517,20.516948357584294,83.39867367161763,6.35453098302624,L JONES,L JONES #39
Moisture retention,Not me,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,18.004112205803164,10.936649900715592,0.0,17.62423343123966,0.0,Yinka,Yinka #51
Growth,Split ends / hair breakage,Type 4c,Thick,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,89.7811779820928,1.709637097645248,0.36874677802614586,11.804319948691521,39.21199803897241,10.135411371419107,Tiarna,Tiarna #18
Moisture retention,Scalp dryness,Type 4b,Thin or Fine,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy & painful,Yes Usually,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,CamilleRoseNaturalsMoroccanPearConditioningCustardForLowPorosity,MielleOrganicsMongongoOilHydratingConditioner–NOProtein,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,16.07441298171973,0.0,5.697136114348316,0.1297555701131341,0.0,0.0,Peggy,Peggy #50
Growth,Split ends / hair breakage,Type 4c,Medium,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",None of the above,No Not Me,1 - 2 Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,KeraCare®EssentialOilsOilSealant/MoistureLock/Nourishment.50,110.14702478879052,47.61155389885601,37.06615064436142,0.0,77.59029537572403,60.852906678981206,Clover L,Clover L #22
Healthy Hair,Split ends / hair breakage,Type 4b,Thick,Twice a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureManukaHoney&MafuraOilConditioner,CamilleRoseCurlLoveMoistureMilk,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,75.7291713539265,11.749899791754801,0.0,0.0,37.16795737221556,0.0,L JONES,L JONES #40
Moisture retention,Not me,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,14.723256800974303,1.8808438991660812,5.553011059323283,0.0,19.48871943761427,0.0,L JONES,L JONES #41
Moisture retention,Split ends / hair breakage,Type 4a,Medium,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureManukaHoney&MafuraOilConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,2.5723565773848276,0.0,5.479712365854419,3.1819371012001048,4.399894450086384,6.568478255180922,Peggy,Peggy #51
Moisture retention,Not me,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,0.0,7.644602179089325,0.0,0.0,L JONES,L JONES #42
Growth,Thinning hair,Type 4c,Medium,Twice a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Always,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,79.75190620847668,52.38208347542425,51.30362639596772,111.25323476495603,61.340431275930406,1.8515761774678816,Eugenie B,Eugenie B #26
Growth,Split ends / hair breakage,Type 4c,Medium,Twice a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,1 - 2 Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,89.44530970585296,0.0,0.0,41.51940405658647,23.788630611110793,0.0,Melanie,Melanie #63
Healthy Hair,Scalp dryness,Type 4c,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Sensitive,Yes Usually,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,51.12975497976453,23.637058565039435,1.025696144072323,0.4159172646347393,40.30208865740782,0.0,Yinka,Yinka #52
Healthy Hair,Split ends / hair breakage,Type 4a,Thin or Fine,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy & painful,No Not Me,1 - 2 Days,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,AsIAmLeaveInConditioner237ml/8FlOz.,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,12.281961729594581,0.0,0.0,0.0,0.0,L JONES,L JONES #43
Growth,Thinning hair,Type 4c,Medium,Twice a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,AvalonTheScienceOfHaircareKeraCareNaturalTextures2ConditionerWithoutRinse240Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,110.39343591159266,32.61093720786062,64.91993349210513,18.227740249381185,33.7018355976943,39.68343943527878,Sylvia,Sylvia #27
Moisture retention,Scalp dryness,Type 4a,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy,No Not Me,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,AvalonTheScienceOfHaircareKeraCareNaturalTextures2ConditionerWithoutRinse240Ml,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,33.11985880610204,0.0,0.0,0.1005452153052859,11.667680686221617,0.0,Louisa E,Louisa E #21
Healthy Hair,Scalp dryness,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,Yes Rarely,1 - 2 Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,9.437116295745746,5.6911869970658495,20.838544983819563,0.0,Gina,Gina #30
Healthy Hair,Not me,Type 4b,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy,Yes Usually,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AvlonKeraCareAntiDandruffMoisturizingShampooForDry&ItchyScalpShampoo1240ml/8Fl.Oz,GiovanniDirectLeaveInConditioner–HighRated,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,105.61989734271746,0.0,6.431680178759174,56.0998838054673,86.44006281634972,41.98902412544541,Gina,Gina #31
Healthy Hair,Thinning hair,Type 4c,Thin or Fine,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,Yes Rarely,5 + Days,Within hours,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,84.0801262673738,8.637112924125125,1.5554017962005326,0.0,4.177322756599293,0.0,Tiarna,Tiarna #19
Moisture retention,Thinning hair,Type 4c,Medium,About once a month,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,79.94219413554956,18.5485794261267,26.389722686356023,0.0,66.3593695358104,0.0,Tara G,Tara G #64
Growth,Thinning hair,Type 4b,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",None of the above,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,AsIAmLeaveInConditioner237ml/8FlOz.,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,59.85856391438299,15.093047177525179,40.949100792041655,7.813673255589032,42.28079619704149,1.096479740716782,Peggy,Peggy #52
Healthy Hair,Split ends / hair breakage,Type 4c,Thick,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Usually,My scalp gets dry not oily,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,TginMoistureRichSulfateFreeShampooForNaturalHairDryHairCurlyHairAlternate2WeeksOfEach,GiovanniDirectLeaveInConditioner–HighRated,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,3.2063345855494028,0.0,1.3509835825256309,0.0,Samantha M,Samantha M #60
Healthy Hair,Not me,Type 4b,Medium,Once a week,Colour / Dyed,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,42.28619112444417,15.76450574079305,57.98220878756189,2.5741272344222224,53.47649192959348,2.476282230397542,Yinka,Yinka #53
Growth,Split ends / hair breakage,Type 4b,Medium,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,Yes Rarely,3 - 4 Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,1.7874423476758634,1.985153457572543,0.0,22.63023571444659,3.385424349879474,Caz Joseph,Caz Joseph #30
Healthy Hair,Split ends / hair breakage,Type 4b,Thin or Fine,Once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,Yes Rarely,3 - 4 Days,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureManukaHoney&MafuraOilConditioner,SealentKeraCare®EssentialOilsOilSealant/MoistureLock/Nourishment..50,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,21.355745520362337,0.0,5.859814375371853,0.0,0.0,0.0,Clover L,Clover L #23
Growth,Split ends / hair breakage,Type 4b,Medium,Once a week,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",None of the above,No Not Me,3 - 4 Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,52.42160084536067,17.307373058188062,9.544477871678868,16.319027649600564,77.17821281878858,7.2401623800625945,Melanie,Melanie #64
Healthy Hair,Not me,Type 4c,Thick,Twice a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy,Yes Rarely,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,SheaMoistureRawSheaButterExtraMoistureDetangler,FaithInNatureNaturalAvocadoConditionerNourishingVegan,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,91.03106711427546,39.526297678641825,50.098587110172105,17.45343600302724,98.00206504155696,4.043008816966879,Peggy,Peggy #53
Growth,Thinning hair,Type 4c,Medium,Twice a month,Keratin,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",None of the above,No Not Me,5 + Days,3 - 5 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,AsIAmCoconutCoWashCleansingConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,47.42897945089683,14.884749293895773,47.94843231220898,0.0,39.887286107827876,0.0,Samantha M,Samantha M #61
Healthy Hair,Not me,Type 4b,Medium,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Itchy & painful,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,AsIAmLeaveInConditioner237ml/8FlOz.,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,18.20061704952034,0.0,6.961053916041442,0.0,21.593609193008326,0.0,Eugenie,Eugenie #24
Healthy Hair,Thinning hair,Type 4b,Medium,More than once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,5 + Days,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,SheaMoistureRawSheaButterRestorativeConditioner,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,105.34317719646799,74.53564364258237,54.67521728672896,0.0,93.523609105431,0.5103672419273513,Evelyn E,Evelyn E #32
Moisture retention,Not me,Type 4c,Medium,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Rarely,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,CamilleRoseCurlLoveMoistureMilk,AsIAmLeaveInConditioner237ml/8FlOz.,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,7.589610041490299,0.0,0.0,16.38247970719265,0.0,0.4674145725369843,Tara G,Tara G #65
Moisture retention,Not me,Type 4c,Medium,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,No Not Me,5 + Days,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,GiovanniDirectLeaveInConditioner–HighRated,MielleOrganicsMongongoOilHydratingConditioner–NOProtein,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,0.0,0.0,0.49135193927292586,10.866799718899829,0.0,0.0,L JONES,L JONES #44
Moisture retention,Thinning hair,Type 4c,Medium,Once a week,Colour / Dyed,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Itchy,Yes Rarely,5 + Days,1 - 2 Days,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,TginMoistureRichSulfateFreeShampooForNaturalHair,CamilleRoseCurlLoveMoistureMilk,SealentKeraCare®EssentialOilsOilSealant/MoistureLock/Nourishment..50,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,58.7077546416583,45.18601260074245,44.70258276801845,7.4611792572462114,67.53049544190951,5.250909783278312,Christina Tav,Christina Tav #23
Moisture retention,Thinning hair,Type 4c,Thick,About once a month,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",Sensitive,Yes Usually,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AsIAmDry&ItchyScalpCareOlive&TeaTreeOilCoWash,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,118.05337404669831,0.0,0.0,12.320581502496829,67.83130931698335,26.616173642200177,Sylvia,Sylvia #28
Healthy Hair,Split ends / hair breakage,Type 4b,Thick,Twice a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureJamaicanBlackCastorOilStrengthenAndRestoreShampoo,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,SheaMoistureJamaicanBlackCastorOilStrengthen/GrowAndRestoreLeaveInConditioner16Oz,CamilleRoseCurlLoveMoistureMilk,KeraCare®EssentialOilsOilSealant/MoistureLock/Nourishment.50,67.94753680894827,63.798836963584264,0.0,10.663863091042955,55.903582059800144,1.5601659149297715,Louisa E,Louisa E #22
Growth,Scalp dryness,Type 4b,Thick,More than once a week,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",None of the above,No Not Me,My scalp gets dry not oily,3 - 5 Days,DesignEssentialsOatProtein&HennaFullerThickerStrongerDeepCleansingShampooHighRated,AvlonKeraCareAntiDandruffMoisturizingShampooForDry&ItchyScalpShampoo1240ml/8Fl.Oz,CamilleRoseCurlLoveMoistureMilk,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,22.50677264014104,9.247774496911216,5.431217366412147,0.0,0.0,0.0,Tara G,Tara G #66
Moisture retention,Not me,Type 4c,Medium,About once a month,No not me,"B - Its bouncy and elastic, not prone to breakage or brittle, requires very little maintenance, easily accepts applied moisture, hold styles well, accepts color well and evenly.",Itchy & painful,Yes Rarely,My scalp gets dry not oily,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleAloe&CoconutWaterPreShampoo,AsIAmCoconutCoWashCleansingConditioner,MielleOrganicsWhitePeonyLeaveinConditioner8Oz236Ml,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,103.61048777844694,20.005166792919407,7.369193905546682,14.613142302506212,39.329668063455934,10.329918072263265,Beverley A,Beverley A #24
Healthy Hair,Not me,Type 4c,Medium,Once a week,No not me,"A -Repels moisture when wet,hair is also prone to build up, oils don’t penetrate quickly, often very shiny, resists penetration of chemicals.",None of the above,No Not Me,My scalp gets dry not oily,Within hours,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,GiovanniTeaTreeTripleTreatConditioner,CamilleRoseCurlLoveMoistureMilk,KeraCare®EssentialOilsOilSealant/MoistureLock/Nourishment.50,0.0,0.0,13.562686484807518,0.13911102973060455,0.0,0.0,Melanie,Melanie #65
Healthy Hair,Scalp dryness,Type 4b,Thick,About once a month,No not me,"C- Easily absorbs water, requires more hair care products, loses moisture easily, prone to frizz and tangling, It dries quickly,takes on colour easily , Colour treatments fade quickly.",Sensitive,No Not Me,5 + Days,1 - 2 Days,SheaMoistureAfricanBlackSoapBambooCharcoalDeepCleansingShampoo13OZ.,AfricanPrideMoistureMiracleHoney&CoconutOilShampoo,GiovanniDirectLeaveInConditioner–HighRated,CamilleRoseCurlLoveMoistureMilk,AsIAmDoubleButterCreamRichDailyMoisturizer227g/8Oz.,4.186189574142777,0.0,9.108175589007725,1.8229878521472522,9.866475626091146,0.0,Tara G,Tara G #67
